Sno,year,state,month,number,date
2307,2012,Maranhao,Agosto,10.395,01-01-2012
2308,2013,Maranhao,Agosto,2.098,01-01-2013
2309,2014,Maranhao,Agosto,5.592,01-01-2014
2310,2015,Maranhao,Agosto,5.428,01-01-2015
2311,2016,Maranhao,Agosto,3.723,01-01-2016
2312,2017,Maranhao,Agosto,3.875,01-01-2017
2313,1998,Maranhao,Setembro,3.935,01-01-1998
2314,1999,Maranhao,Setembro,1.739,01-01-1999
2315,2000,Maranhao,Setembro,1.365,01-01-2000
2316,2001,Maranhao,Setembro,4.618,01-01-2001
2317,2002,Maranhao,Setembro,3.181,01-01-2002
2318,2003,Maranhao,Setembro,5.878,01-01-2003
2319,2004,Maranhao,Setembro,4.673,01-01-2004
2320,2005,Maranhao,Setembro,6.292,01-01-2005
2321,2006,Maranhao,Setembro,2.907,01-01-2006
2322,2007,Maranhao,Setembro,8.524,01-01-2007
2323,2008,Maranhao,Setembro,2.761,01-01-2008
2324,2009,Maranhao,Setembro,2.404,01-01-2009
2325,2010,Maranhao,Setembro,9.795,01-01-2010
2326,2011,Maranhao,Setembro,4.632,01-01-2011
2327,2012,Maranhao,Setembro,7.626,01-01-2012
2328,2013,Maranhao,Setembro,3.88,01-01-2013
2329,2014,Maranhao,Setembro,4.373,01-01-2014
2330,2015,Maranhao,Setembro,6.423,01-01-2015
2331,2016,Maranhao,Setembro,3.166,01-01-2016
2332,2017,Maranhao,Setembro,14.825,01-01-2017
2333,1998,Maranhao,Outubro,5.137,01-01-1998
2334,1999,Maranhao,Outubro,3.208,01-01-1999
2335,2000,Maranhao,Outubro,2.654,01-01-2000
2336,2001,Maranhao,Outubro,6.661,01-01-2001
2337,2002,Maranhao,Outubro,5.182,01-01-2002
2338,2003,Maranhao,Outubro,6.085,01-01-2003
2339,2004,Maranhao,Outubro,3.604,01-01-2004
2340,2005,Maranhao,Outubro,6.472,01-01-2005
2341,2006,Maranhao,Outubro,3.024,01-01-2006
2342,2007,Maranhao,Outubro,4.772,01-01-2007
2343,2008,Maranhao,Outubro,3.498,01-01-2008
2344,2009,Maranhao,Outubro,1.861,01-01-2009
2345,2010,Maranhao,Outubro,3.228,01-01-2010
2346,2011,Maranhao,Outubro,2.404,01-01-2011
2347,2012,Maranhao,Outubro,5,01-01-2012
2348,2013,Maranhao,Outubro,2.918,01-01-2013
2349,2014,Maranhao,Outubro,5.812,01-01-2014
2350,2015,Maranhao,Outubro,6.746,01-01-2015
2351,2016,Maranhao,Outubro,5.351,01-01-2016
2352,2017,Maranhao,Outubro,6.011,01-01-2017
2353,1998,Maranhao,Novembro,2.237,01-01-1998
2354,1999,Maranhao,Novembro,1.494,01-01-1999
2355,2000,Maranhao,Novembro,2.267,01-01-2000
2356,2001,Maranhao,Novembro,3.525,01-01-2001
2357,2002,Maranhao,Novembro,5.83,01-01-2002
2358,2003,Maranhao,Novembro,4.929,01-01-2003
2359,2004,Maranhao,Novembro,6.398,01-01-2004
2360,2005,Maranhao,Novembro,4.769,01-01-2005
2361,2006,Maranhao,Novembro,2.004,01-01-2006
2362,2007,Maranhao,Novembro,2.297,01-01-2007
2363,2008,Maranhao,Novembro,2.331,01-01-2008
2364,2009,Maranhao,Novembro,5,01-01-2009
2365,2010,Maranhao,Novembro,4.005,01-01-2010
2366,2011,Maranhao,Novembro,2.261,01-01-2011
2367,2012,Maranhao,Novembro,2.01,01-01-2012
2368,2013,Maranhao,Novembro,2.529,01-01-2013
2369,2014,Maranhao,Novembro,3.869,01-01-2014
2370,2015,Maranhao,Novembro,4.35,01-01-2015
2371,2016,Maranhao,Novembro,3.982,01-01-2016
2372,2017,Maranhao,Novembro,2.3,01-01-2017
2373,1998,Maranhao,Dezembro,1.399,01-01-1998
2374,1999,Maranhao,Dezembro,1.001,01-01-1999
2375,2000,Maranhao,Dezembro,1.461,01-01-2000
2376,2001,Maranhao,Dezembro,1.296,01-01-2001
2377,2002,Maranhao,Dezembro,2.165,01-01-2002
2378,2003,Maranhao,Dezembro,2.424,01-01-2003
2379,2004,Maranhao,Dezembro,3.255,01-01-2004
2380,2005,Maranhao,Dezembro,1.66,01-01-2005
2381,2006,Maranhao,Dezembro,1.052,01-01-2006
2382,2007,Maranhao,Dezembro,800,01-01-2007
2383,2008,Maranhao,Dezembro,1.101,01-01-2008
2384,2009,Maranhao,Dezembro,1.768,01-01-2009
2385,2010,Maranhao,Dezembro,1.803,01-01-2010
2386,2011,Maranhao,Dezembro,1.629,01-01-2011
2387,2012,Maranhao,Dezembro,1.296,01-01-2012
2388,2013,Maranhao,Dezembro,2.692,01-01-2013
2389,2014,Maranhao,Dezembro,2.4,01-01-2014
2390,2015,Maranhao,Dezembro,3.706,01-01-2015
2391,2016,Maranhao,Dezembro,1.577,01-01-2016
2392,1998,Mato Grosso,Janeiro,0,01-01-1998
2393,1999,Mato Grosso,Janeiro,39,01-01-1999
2394,2000,Mato Grosso,Janeiro,44,01-01-2000
2395,2001,Mato Grosso,Janeiro,44,01-01-2001
2396,2002,Mato Grosso,Janeiro,172,01-01-2002
2397,2003,Mato Grosso,Janeiro,896,01-01-2003
2398,2004,Mato Grosso,Janeiro,301,01-01-2004
2399,2005,Mato Grosso,Janeiro,438,01-01-2005
2400,2006,Mato Grosso,Janeiro,947,01-01-2006
2401,2007,Mato Grosso,Janeiro,476,01-01-2007
2402,2008,Mato Grosso,Janeiro,245,01-01-2008
2403,2009,Mato Grosso,Janeiro,527,01-01-2009
2404,2010,Mato Grosso,Janeiro,298,01-01-2010
2405,2011,Mato Grosso,Janeiro,171,01-01-2011
2406,2012,Mato Grosso,Janeiro,166,01-01-2012
2407,2013,Mato Grosso,Janeiro,269,01-01-2013
2408,2014,Mato Grosso,Janeiro,315,01-01-2014
2409,2015,Mato Grosso,Janeiro,960,01-01-2015
2410,2016,Mato Grosso,Janeiro,374,01-01-2016
2411,2017,Mato Grosso,Janeiro,482,01-01-2017
2412,1998,Mato Grosso,Fevereiro,0,01-01-1998
2413,1999,Mato Grosso,Fevereiro,28,01-01-1999
2414,2000,Mato Grosso,Fevereiro,35,01-01-2000
2415,2001,Mato Grosso,Fevereiro,54,01-01-2001
2416,2002,Mato Grosso,Fevereiro,22,01-01-2002
2417,2003,Mato Grosso,Fevereiro,592,01-01-2003
2418,2004,Mato Grosso,Fevereiro,272,01-01-2004
2419,2005,Mato Grosso,Fevereiro,871,01-01-2005
2420,2006,Mato Grosso,Fevereiro,383,01-01-2006
2421,2007,Mato Grosso,Fevereiro,213,01-01-2007
2422,2008,Mato Grosso,Fevereiro,180,01-01-2008
2423,2009,Mato Grosso,Fevereiro,248,01-01-2009
2424,2010,Mato Grosso,Fevereiro,431,01-01-2010
2425,2011,Mato Grosso,Fevereiro,119,01-01-2011
2426,2012,Mato Grosso,Fevereiro,193,01-01-2012
2427,2013,Mato Grosso,Fevereiro,375,01-01-2013
2428,2014,Mato Grosso,Fevereiro,199,01-01-2014
2429,2015,Mato Grosso,Fevereiro,542,01-01-2015
2430,2016,Mato Grosso,Fevereiro,1.05,01-01-2016
2431,2017,Mato Grosso,Fevereiro,337,01-01-2017
2432,1998,Mato Grosso,Março,0,01-01-1998
2433,1999,Mato Grosso,Março,18,01-01-1999
2434,2000,Mato Grosso,Março,60,01-01-2000
2435,2001,Mato Grosso,Março,24,01-01-2001
2436,2002,Mato Grosso,Março,103,01-01-2002
2437,2003,Mato Grosso,Março,554,01-01-2003
2438,2004,Mato Grosso,Março,743,01-01-2004
2439,2005,Mato Grosso,Março,362,01-01-2005
2440,2006,Mato Grosso,Março,448,01-01-2006
2441,2007,Mato Grosso,Março,476,01-01-2007
2442,2008,Mato Grosso,Março,180,01-01-2008
2443,2009,Mato Grosso,Março,325,01-01-2009
2444,2010,Mato Grosso,Março,605,01-01-2010
2445,2011,Mato Grosso,Março,252,01-01-2011
2446,2012,Mato Grosso,Março,423,01-01-2012
2447,2013,Mato Grosso,Março,563,01-01-2013
2448,2014,Mato Grosso,Março,655,01-01-2014
2449,2015,Mato Grosso,Março,705,01-01-2015
2450,2016,Mato Grosso,Março,1.085,01-01-2016
2451,2017,Mato Grosso,Março,719,01-01-2017
2452,1998,Mato Grosso,Abril,0,01-01-1998
2453,1999,Mato Grosso,Abril,76,01-01-1999
2454,2000,Mato Grosso,Abril,59,01-01-2000
2455,2001,Mato Grosso,Abril,309,01-01-2001
2456,2002,Mato Grosso,Abril,641,01-01-2002
2457,2003,Mato Grosso,Abril,903,01-01-2003
2458,2004,Mato Grosso,Abril,441,01-01-2004
2459,2005,Mato Grosso,Abril,372,01-01-2005
2460,2006,Mato Grosso,Abril,161,01-01-2006
2461,2007,Mato Grosso,Abril,79,01-01-2007
2462,2008,Mato Grosso,Abril,274,01-01-2008
2463,2009,Mato Grosso,Abril,169,01-01-2009
2464,2010,Mato Grosso,Abril,769,01-01-2010
2465,2011,Mato Grosso,Abril,345,01-01-2011
2466,2012,Mato Grosso,Abril,521,01-01-2012
2467,2013,Mato Grosso,Abril,338,01-01-2013
2468,2014,Mato Grosso,Abril,859,01-01-2014
2469,2015,Mato Grosso,Abril,947,01-01-2015
2470,2016,Mato Grosso,Abril,1.77,01-01-2016
2471,2017,Mato Grosso,Abril,606,01-01-2017
2472,1998,Mato Grosso,Maio,0,01-01-1998
2473,1999,Mato Grosso,Maio,731,01-01-1999
2474,2000,Mato Grosso,Maio,1.194,01-01-2000
2475,2001,Mato Grosso,Maio,1.193,01-01-2001
2476,2002,Mato Grosso,Maio,2.528,01-01-2002
2477,2003,Mato Grosso,Maio,942,01-01-2003
2478,2004,Mato Grosso,Maio,2.413,01-01-2004
2479,2005,Mato Grosso,Maio,1.641,01-01-2005
2480,2006,Mato Grosso,Maio,269,01-01-2006
2481,2007,Mato Grosso,Maio,359,01-01-2007
2482,2008,Mato Grosso,Maio,119,01-01-2008
2483,2009,Mato Grosso,Maio,516,01-01-2009
2484,2010,Mato Grosso,Maio,1.313,01-01-2010
2485,2011,Mato Grosso,Maio,547,01-01-2011
2486,2012,Mato Grosso,Maio,812,01-01-2012
2487,2013,Mato Grosso,Maio,739,01-01-2013
2488,2014,Mato Grosso,Maio,933,01-01-2014
2489,2015,Mato Grosso,Maio,541,01-01-2015
2490,2016,Mato Grosso,Maio,1.081,01-01-2016
2491,2017,Mato Grosso,Maio,845,01-01-2017
2492,1998,Mato Grosso,Junho,2.201,01-01-1998
2493,1999,Mato Grosso,Junho,2.201,01-01-1999
2494,2000,Mato Grosso,Junho,4.358,01-01-2000
2495,2001,Mato Grosso,Junho,6.665,01-01-2001
2496,2002,Mato Grosso,Junho,7.878,01-01-2002
2497,2003,Mato Grosso,Junho,4.313,01-01-2003
2498,2004,Mato Grosso,Junho,9.813,01-01-2004
2499,2005,Mato Grosso,Junho,2.294,01-01-2005
2500,2006,Mato Grosso,Junho,856,01-01-2006
2501,2007,Mato Grosso,Junho,1.339,01-01-2007
2502,2008,Mato Grosso,Junho,403,01-01-2008
2503,2009,Mato Grosso,Junho,979,01-01-2009
2504,2010,Mato Grosso,Junho,1.025,01-01-2010
2505,2011,Mato Grosso,Junho,974,01-01-2011
2506,2012,Mato Grosso,Junho,1.651,01-01-2012
2507,2013,Mato Grosso,Junho,1.213,01-01-2013
2508,2014,Mato Grosso,Junho,1.795,01-01-2014
2509,2015,Mato Grosso,Junho,1.402,01-01-2015
2510,2016,Mato Grosso,Junho,1.417,01-01-2016
2511,2017,Mato Grosso,Junho,2.041,01-01-2017
2512,1998,Mato Grosso,Julho,3.712,01-01-1998
2513,1999,Mato Grosso,Julho,3.926,01-01-1999
2514,2000,Mato Grosso,Julho,1.338,01-01-2000
2515,2001,Mato Grosso,Julho,1.555,01-01-2001
2516,2002,Mato Grosso,Julho,5.661,01-01-2002
2517,2003,Mato Grosso,Julho,5.435,01-01-2003
2518,2004,Mato Grosso,Julho,11.517,01-01-2004
2519,2005,Mato Grosso,Julho,4.172,01-01-2005
2520,2006,Mato Grosso,Julho,1.941,01-01-2006
2521,2007,Mato Grosso,Julho,1.79,01-01-2007
2522,2008,Mato Grosso,Julho,1.117,01-01-2008
2523,2009,Mato Grosso,Julho,1.613,01-01-2009
2524,2010,Mato Grosso,Julho,3.442,01-01-2010
2525,2011,Mato Grosso,Julho,1.061,01-01-2011
2526,2012,Mato Grosso,Julho,2.008,01-01-2012
2527,2013,Mato Grosso,Julho,1.63,01-01-2013
2528,2014,Mato Grosso,Julho,2.255,01-01-2014
2529,2015,Mato Grosso,Julho,1.533,01-01-2015
2530,2016,Mato Grosso,Julho,3.495,01-01-2016
2531,2017,Mato Grosso,Julho,2.79,01-01-2017
2532,1998,Mato Grosso,Agosto,15.406,01-01-1998
2533,1999,Mato Grosso,Agosto,18.566,01-01-1999
2534,2000,Mato Grosso,Agosto,6.063,01-01-2000
2535,2001,Mato Grosso,Agosto,7.762,01-01-2001
2536,2002,Mato Grosso,Agosto,14.086,01-01-2002
2537,2003,Mato Grosso,Agosto,11.132,01-01-2003
2538,2004,Mato Grosso,Agosto,13.603,01-01-2004
2539,2005,Mato Grosso,Agosto,11.57,01-01-2005
2540,2006,Mato Grosso,Agosto,6.218,01-01-2006
2541,2007,Mato Grosso,Agosto,14.453,01-01-2007
2542,2008,Mato Grosso,Agosto,2.875,01-01-2008
2543,2009,Mato Grosso,Agosto,2.25,01-01-2009
2544,2010,Mato Grosso,Agosto,14.608,01-01-2010
2545,2011,Mato Grosso,Agosto,2.628,01-01-2011
2546,2012,Mato Grosso,Agosto,6.195,01-01-2012
2547,2013,Mato Grosso,Agosto,3.568,01-01-2013
2548,2014,Mato Grosso,Agosto,7.167,01-01-2014
2549,2015,Mato Grosso,Agosto,5.112,01-01-2015
2550,2016,Mato Grosso,Agosto,6.228,01-01-2016
2551,2017,Mato Grosso,Agosto,6.229,01-01-2017
2552,1998,Mato Grosso,Setembro,10.363,01-01-1998
2553,1999,Mato Grosso,Setembro,11.729,01-01-1999
2554,2000,Mato Grosso,Setembro,6.251,01-01-2000
2555,2001,Mato Grosso,Setembro,8.49,01-01-2001
2556,2002,Mato Grosso,Setembro,11.034,01-01-2002
2557,2003,Mato Grosso,Setembro,15.79,01-01-2003
2558,2004,Mato Grosso,Setembro,24.994,01-01-2004
2559,2005,Mato Grosso,Setembro,20.551,01-01-2005
2560,2006,Mato Grosso,Setembro,12.661,01-01-2006
2561,2007,Mato Grosso,Setembro,25.963,01-01-2007
2562,2008,Mato Grosso,Setembro,7.965,01-01-2008
2563,2009,Mato Grosso,Setembro,3.129,01-01-2009
2564,2010,Mato Grosso,Setembro,18.366,01-01-2010
2565,2011,Mato Grosso,Setembro,6.332,01-01-2011
2566,2012,Mato Grosso,Setembro,10.344,01-01-2012
2567,2013,Mato Grosso,Setembro,5.576,01-01-2013
2568,2014,Mato Grosso,Setembro,7.081,01-01-2014
2569,2015,Mato Grosso,Setembro,11.068,01-01-2015
2570,2016,Mato Grosso,Setembro,8.98,01-01-2016
2571,2017,Mato Grosso,Setembro,23.945,01-01-2017
2572,1998,Mato Grosso,Outubro,2.707,01-01-1998
2573,1999,Mato Grosso,Outubro,6.109,01-01-1999
2574,2000,Mato Grosso,Outubro,6.062,01-01-2000
2575,2001,Mato Grosso,Outubro,6.543,01-01-2001
2576,2002,Mato Grosso,Outubro,9.375,01-01-2002
2577,2003,Mato Grosso,Outubro,5.341,01-01-2003
2578,2004,Mato Grosso,Outubro,9.295,01-01-2004
2579,2005,Mato Grosso,Outubro,7.765,01-01-2005
2580,2006,Mato Grosso,Outubro,2.327,01-01-2006
2581,2007,Mato Grosso,Outubro,4.89,01-01-2007
2582,2008,Mato Grosso,Outubro,6.326,01-01-2008
2583,2009,Mato Grosso,Outubro,2.579,01-01-2009
2584,2010,Mato Grosso,Outubro,4.465,01-01-2010
2585,2011,Mato Grosso,Outubro,2.01,01-01-2011
2586,2012,Mato Grosso,Outubro,2.837,01-01-2012
2587,2013,Mato Grosso,Outubro,1.986,01-01-2013
2588,2014,Mato Grosso,Outubro,5.281,01-01-2014
2589,2015,Mato Grosso,Outubro,6.49,01-01-2015
2590,2016,Mato Grosso,Outubro,2.749,01-01-2016
2591,2017,Mato Grosso,Outubro,4.8,01-01-2017
2592,1998,Mato Grosso,Novembro,182,01-01-1998
2593,1999,Mato Grosso,Novembro,842,01-01-1999
2594,2000,Mato Grosso,Novembro,502,01-01-2000
2595,2001,Mato Grosso,Novembro,373,01-01-2001
2596,2002,Mato Grosso,Novembro,2.905,01-01-2002
2597,2003,Mato Grosso,Novembro,2.097,01-01-2003
2598,2004,Mato Grosso,Novembro,2.405,01-01-2004
2599,2005,Mato Grosso,Novembro,1.368,01-01-2005
2600,2006,Mato Grosso,Novembro,1.031,01-01-2006
2601,2007,Mato Grosso,Novembro,299,01-01-2007
2602,2008,Mato Grosso,Novembro,190,01-01-2008
2603,2009,Mato Grosso,Novembro,588,01-01-2009
2604,2010,Mato Grosso,Novembro,768,01-01-2010
2605,2011,Mato Grosso,Novembro,1.103,01-01-2011
2606,2012,Mato Grosso,Novembro,375,01-01-2012
2607,2013,Mato Grosso,Novembro,1.064,01-01-2013
2608,2014,Mato Grosso,Novembro,1.018,01-01-2014
2609,2015,Mato Grosso,Novembro,1.93,01-01-2015
2610,2016,Mato Grosso,Novembro,918,01-01-2016
2611,2017,Mato Grosso,Novembro,813,01-01-2017
2612,1998,Mato Grosso,Dezembro,76,01-01-1998
2613,1999,Mato Grosso,Dezembro,47,01-01-1999
2614,2000,Mato Grosso,Dezembro,98,01-01-2000
2615,2001,Mato Grosso,Dezembro,37,01-01-2001
2616,2002,Mato Grosso,Dezembro,1.157,01-01-2002
2617,2003,Mato Grosso,Dezembro,1.622,01-01-2003
2618,2004,Mato Grosso,Dezembro,1.217,01-01-2004
2619,2005,Mato Grosso,Dezembro,246,01-01-2005
2620,2006,Mato Grosso,Dezembro,23,01-01-2006
2621,2007,Mato Grosso,Dezembro,81,01-01-2007
2622,2008,Mato Grosso,Dezembro,159,01-01-2008
2623,2009,Mato Grosso,Dezembro,171,01-01-2009
2624,2010,Mato Grosso,Dezembro,846,01-01-2010
2625,2011,Mato Grosso,Dezembro,431,01-01-2011
2626,2012,Mato Grosso,Dezembro,492,01-01-2012
2627,2013,Mato Grosso,Dezembro,447,01-01-2013
2628,2014,Mato Grosso,Dezembro,466,01-01-2014
2629,2015,Mato Grosso,Dezembro,1.777,01-01-2015
2630,2016,Mato Grosso,Dezembro,425,01-01-2016
2631,1998,Mato Grosso,Janeiro,0,01-01-1998
2632,1999,Mato Grosso,Janeiro,239,01-01-1999
2633,2000,Mato Grosso,Janeiro,326,01-01-2000
2634,2001,Mato Grosso,Janeiro,97,01-01-2001
2635,2002,Mato Grosso,Janeiro,304,01-01-2002
2636,2003,Mato Grosso,Janeiro,182,01-01-2003
2637,2004,Mato Grosso,Janeiro,258,01-01-2004
2638,2005,Mato Grosso,Janeiro,59,01-01-2005
2639,2006,Mato Grosso,Janeiro,59,01-01-2006
2640,2007,Mato Grosso,Janeiro,19,01-01-2007
2641,2008,Mato Grosso,Janeiro,63,01-01-2008
2642,2009,Mato Grosso,Janeiro,229,01-01-2009
2643,2010,Mato Grosso,Janeiro,72,01-01-2010
2644,2011,Mato Grosso,Janeiro,129,01-01-2011
2645,2012,Mato Grosso,Janeiro,201,01-01-2012
2646,2013,Mato Grosso,Janeiro,174,01-01-2013
2647,2014,Mato Grosso,Janeiro,197,01-01-2014
2648,2015,Mato Grosso,Janeiro,226,01-01-2015
2649,2016,Mato Grosso,Janeiro,127,01-01-2016
2650,2017,Mato Grosso,Janeiro,355,01-01-2017
2651,1998,Mato Grosso,Fevereiro,0,01-01-1998
2652,1999,Mato Grosso,Fevereiro,69,01-01-1999
2653,2000,Mato Grosso,Fevereiro,81,01-01-2000
2654,2001,Mato Grosso,Fevereiro,89,01-01-2001
2655,2002,Mato Grosso,Fevereiro,98,01-01-2002
2656,2003,Mato Grosso,Fevereiro,108,01-01-2003
2657,2004,Mato Grosso,Fevereiro,169,01-01-2004
2658,2005,Mato Grosso,Fevereiro,221,01-01-2005
2659,2006,Mato Grosso,Fevereiro,104,01-01-2006
2660,2007,Mato Grosso,Fevereiro,111,01-01-2007
2661,2008,Mato Grosso,Fevereiro,78,01-01-2008
2662,2009,Mato Grosso,Fevereiro,164,01-01-2009
2663,2010,Mato Grosso,Fevereiro,157,01-01-2010
2664,2011,Mato Grosso,Fevereiro,61,01-01-2011
2665,2012,Mato Grosso,Fevereiro,112,01-01-2012
2666,2013,Mato Grosso,Fevereiro,100,01-01-2013
2667,2014,Mato Grosso,Fevereiro,139,01-01-2014
2668,2015,Mato Grosso,Fevereiro,148,01-01-2015
2669,2016,Mato Grosso,Fevereiro,187,01-01-2016
2670,2017,Mato Grosso,Fevereiro,165,01-01-2017
2671,1998,Mato Grosso,Março,0,01-01-1998
2672,1999,Mato Grosso,Março,100,01-01-1999
2673,2000,Mato Grosso,Março,23,01-01-2000
2674,2001,Mato Grosso,Março,39,01-01-2001
2675,2002,Mato Grosso,Março,115,01-01-2002
2676,2003,Mato Grosso,Março,137,01-01-2003
2677,2004,Mato Grosso,Março,225,01-01-2004
2678,2005,Mato Grosso,Março,158,01-01-2005
2679,2006,Mato Grosso,Março,137,01-01-2006
2680,2007,Mato Grosso,Março,137,01-01-2007
2681,2008,Mato Grosso,Março,97,01-01-2008
2682,2009,Mato Grosso,Março,118,01-01-2009
2683,2010,Mato Grosso,Março,149,01-01-2010
2684,2011,Mato Grosso,Março,37,01-01-2011
2685,2012,Mato Grosso,Março,169,01-01-2012
2686,2013,Mato Grosso,Março,158,01-01-2013
2687,2014,Mato Grosso,Março,95,01-01-2014
2688,2015,Mato Grosso,Março,190,01-01-2015
2689,2016,Mato Grosso,Março,143,01-01-2016
2690,2017,Mato Grosso,Março,170,01-01-2017
2691,1998,Mato Grosso,Abril,0,01-01-1998
2692,1999,Mato Grosso,Abril,97,01-01-1999
2693,2000,Mato Grosso,Abril,90,01-01-2000
2694,2001,Mato Grosso,Abril,108,01-01-2001
2695,2002,Mato Grosso,Abril,230,01-01-2002
2696,2003,Mato Grosso,Abril,126,01-01-2003
2697,2004,Mato Grosso,Abril,97,01-01-2004
2698,2005,Mato Grosso,Abril,126,01-01-2005
2699,2006,Mato Grosso,Abril,51,01-01-2006
2700,2007,Mato Grosso,Abril,46,01-01-2007
2701,2008,Mato Grosso,Abril,72,01-01-2008
2702,2009,Mato Grosso,Abril,291,01-01-2009
2703,2010,Mato Grosso,Abril,136,01-01-2010
2704,2011,Mato Grosso,Abril,23,01-01-2011
2705,2012,Mato Grosso,Abril,97,01-01-2012
2706,2013,Mato Grosso,Abril,78,01-01-2013
2707,2014,Mato Grosso,Abril,129,01-01-2014
2708,2015,Mato Grosso,Abril,65,01-01-2015
2709,2016,Mato Grosso,Abril,161,01-01-2016
2710,2017,Mato Grosso,Abril,59,01-01-2017
2711,1998,Mato Grosso,Maio,0,01-01-1998
2712,1999,Mato Grosso,Maio,206,01-01-1999
2713,2000,Mato Grosso,Maio,127,01-01-2000
2714,2001,Mato Grosso,Maio,112,01-01-2001
2715,2002,Mato Grosso,Maio,88,01-01-2002
2716,2003,Mato Grosso,Maio,74,01-01-2003
2717,2004,Mato Grosso,Maio,25,01-01-2004
2718,2005,Mato Grosso,Maio,328,01-01-2005
2719,2006,Mato Grosso,Maio,99,01-01-2006
2720,2007,Mato Grosso,Maio,62,01-01-2007
2721,2008,Mato Grosso,Maio,34,01-01-2008
2722,2009,Mato Grosso,Maio,927,01-01-2009
2723,2010,Mato Grosso,Maio,105,01-01-2010
2724,2011,Mato Grosso,Maio,81,01-01-2011
2725,2012,Mato Grosso,Maio,157,01-01-2012
2726,2013,Mato Grosso,Maio,72,01-01-2013
2727,2014,Mato Grosso,Maio,70,01-01-2014
2728,2015,Mato Grosso,Maio,58,01-01-2015
2729,2016,Mato Grosso,Maio,97,01-01-2016
2730,2017,Mato Grosso,Maio,72,01-01-2017
2731,1998,Mato Grosso,Junho,82,01-01-1998
2732,1999,Mato Grosso,Junho,127,01-01-1999
2733,2000,Mato Grosso,Junho,157,01-01-2000
2734,2001,Mato Grosso,Junho,249,01-01-2001
2735,2002,Mato Grosso,Junho,517,01-01-2002
2736,2003,Mato Grosso,Junho,170,01-01-2003
2737,2004,Mato Grosso,Junho,394,01-01-2004
2738,2005,Mato Grosso,Junho,439,01-01-2005
2739,2006,Mato Grosso,Junho,89,01-01-2006
2740,2007,Mato Grosso,Junho,141,01-01-2007
2741,2008,Mato Grosso,Junho,24,01-01-2008
2742,2009,Mato Grosso,Junho,376,01-01-2009
2743,2010,Mato Grosso,Junho,149,01-01-2010
2744,2011,Mato Grosso,Junho,104,01-01-2011
2745,2012,Mato Grosso,Junho,96,01-01-2012
2746,2013,Mato Grosso,Junho,35,01-01-2013
2747,2014,Mato Grosso,Junho,84,01-01-2014
2748,2015,Mato Grosso,Junho,299,01-01-2015
2749,2016,Mato Grosso,Junho,120,01-01-2016
2750,2017,Mato Grosso,Junho,175,01-01-2017
2751,1998,Mato Grosso,Julho,360,01-01-1998
2752,1999,Mato Grosso,Julho,1.297,01-01-1999
2753,2000,Mato Grosso,Julho,160,01-01-2000
2754,2001,Mato Grosso,Julho,591,01-01-2001
2755,2002,Mato Grosso,Julho,935,01-01-2002
2756,2003,Mato Grosso,Julho,182,01-01-2003
2757,2004,Mato Grosso,Julho,529,01-01-2004
2758,2005,Mato Grosso,Julho,859,01-01-2005
2759,2006,Mato Grosso,Julho,289,01-01-2006
2760,2007,Mato Grosso,Julho,197,01-01-2007
2761,2008,Mato Grosso,Julho,116,01-01-2008
2762,2009,Mato Grosso,Julho,354,01-01-2009
2763,2010,Mato Grosso,Julho,589,01-01-2010
2764,2011,Mato Grosso,Julho,250,01-01-2011
2765,2012,Mato Grosso,Julho,538,01-01-2012
2766,2013,Mato Grosso,Julho,201,01-01-2013
2767,2014,Mato Grosso,Julho,193,01-01-2014
2768,2015,Mato Grosso,Julho,371,01-01-2015
2769,2016,Mato Grosso,Julho,687,01-01-2016
2770,2017,Mato Grosso,Julho,1.05,01-01-2017
2771,1998,Mato Grosso,Agosto,228,01-01-1998
2772,1999,Mato Grosso,Agosto,4.355,01-01-1999
2773,2000,Mato Grosso,Agosto,530,01-01-2000
2774,2001,Mato Grosso,Agosto,2.484,01-01-2001
2775,2002,Mato Grosso,Agosto,3.984,01-01-2002
2776,2003,Mato Grosso,Agosto,953,01-01-2003
2777,2004,Mato Grosso,Agosto,1.408,01-01-2004
2778,2005,Mato Grosso,Agosto,4.484,01-01-2005
2779,2006,Mato Grosso,Agosto,1.129,01-01-2006
2780,2007,Mato Grosso,Agosto,1.823,01-01-2007
2781,2008,Mato Grosso,Agosto,456,01-01-2008
2782,2009,Mato Grosso,Agosto,816,01-01-2009
2783,2010,Mato Grosso,Agosto,1.721,01-01-2010
2784,2011,Mato Grosso,Agosto,552,01-01-2011
2785,2012,Mato Grosso,Agosto,2.951,01-01-2012
2786,2013,Mato Grosso,Agosto,677,01-01-2013
2787,2014,Mato Grosso,Agosto,312,01-01-2014
2788,2015,Mato Grosso,Agosto,1.293,01-01-2015
2789,2016,Mato Grosso,Agosto,1.481,01-01-2016
2790,2017,Mato Grosso,Agosto,1.488,01-01-2017
